firm_name;n_patents;ipc_main_code;ipc_main_desc;ipc_second_code;ipc_second_desc;addr_city_main;addr_dept_main
SAPA INDUSTRIE;1;C11D;"Detergent compositions; use of single substances as detergents; soap or soap-making; resin soaps; recovery of glycerol";;;Paris;75
SAPELEM;2;B65G;"Transport or storage devices, e.g. Conveyers for loading or tipping; shop conveyer systems; pneumatic tube conveyers";;;Beaucouze;49
SAPHIR INVESTISSEMENT;1;G01J;"Measurement of intensity, velocity, spectral content, polarisation, phase or pulse characteristics of infra-red, visible or ultra-violet light; colorimetry; radiation pyrometry";;;Labege;31
SAPPEL ANONYME FRANCAISE;1;G01F;"Measuring volume, volume flow, mass flow, or liquid level; metering by volume";;;Saint Louis;68
SAR TECHNOLOGIES INTERNATIONAL;1;E05B;"Locks; accessories therefor; handcuffs";;;Courbevoie;92
SARA COMPOSITE;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";;;Saint Cloud;92
SARASIN ACTOR;1;F16K;"Valves; taps; cocks; actuating-floats; devices for venting or aerating";;;Sequedin;59
SARCIRON MICHEL;1;A45B;Walking sticks;;;Aubenas;72
SARDOU;1;B29C;"Shaping or joining of plastics; shaping of substances in a plastic state, in general; after- treatment of the shaped products, e.g. Repairing";B82Y;"Specific uses or applications of nano-structures; measurement or analysis of nano-structures; manufacture  or treatment of nano-structures";Saint Soupplets;77
SARETCO;2;F23H;Grates;;;Marquise;62
SARFATI ARNAUD;1;B62J;"Cycle saddles or seats; accessories peculiar to cycles and not otherwise provided for, e.g. Article carriers or cycle protectors";;;Les Essarts le Roi;78
SARIA INDUSTRIES;1;A23J;"Protein compositions for foodstuffs; working-up proteins for foodstuffs; phosphatide compositions for foodstuffs";;;Clichy;92
SARP INDUSTRIES;4;B01J;"Chemical or physical processes, e.g. Catalysis, colloid chemistry; their relevant apparatus";;;Limay;78
SARPAP CECIL INDUSTRIES;1;B27K;"Processes, apparatus or selection of substances for impregnating, staining, dyeing or bleaching of wood, or for treating of wood with permeant liquids, not otherwise provided for; chemical or physical treatment of cork, cane, reed, straw or similar materials";C09K;"Materials for applications not otherwise provided for; applications of materials not otherwise provided for";Bordeaux;33
SARRADON PIERRE;2;A61M;Devices for introducing media into, or onto, the body;;;;83
SARRAIL JEANLUC;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Cazilhac;11
SARRAZIN FRANCK;1;A61B;"Diagnosis; surgery; identification";;;Saint;49
SARRAZIN TECHNOLOGIES;2;B25J;"Manipulators; chambers provided with manipulation devices";;;Perrecy les Forges;71
SARTORIUS STEDIM ASEPTICS;1;B01L;Chemical or physical laboratory apparatus for general use;B08B;"Cleaning in general; prevention of fouling in general";Lourdes;65
SARTORIUS STEDIM BIOTECH;2;B65D;"Containers for storage or transport of articles or materials, e.g. Bags, barrels, bottles, boxes, cans, cartons, crates, drums, jars, tanks, hoppers, forwarding containers; accessories, closures, or fittings therefor; packaging elements; packages";;;Aubagne;13
SARTORIUS STEDIM FMT;55;A61J;"Containers specially adapted for medical or pharmaceutical purposes; devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms; devices for administering food or medicines orally; baby comforters; devices for receiving spittle";;;Aubagne;13
SASSI ANDRE;1;B60J;"Windows, windscreens, non-fixed roofs, doors, or similar devices for vehicles; removable external protective coverings specially adapted for vehicles";;;Rueil Malmaison;92
SASSI JOCELYNE;1;B60J;"Windows, windscreens, non-fixed roofs, doors, or similar devices for vehicles; removable external protective coverings specially adapted for vehicles";;;Rueil Malmaison;92
SASSO;1;A01K;"Animal husbandry; care of birds, fishes, insects; fishing; rearing or breeding animals, not otherwise provided for; new breeds of animals";;;Sabres;40
SATAB;2;A41D;"Outerwear; protective garments; accessories";;;Saint Just Malmont;43
SATCOM1 FRANCE;1;H04L;Transmission of digital information, e.g. Telegraphic communication;;;Le Bourget;93
SATEBA SYSTEME VAGNEUX;7;E01B;"Permanent way; permanent-way tools; machines for making railways of all kinds";;;Courbevoie;92
SATECO;2;E04G;"Scaffolding; forms; shuttering; building implements or other building aids, or their use; handling building materials on the site; repairing, breaking-up or other work on existing buildings";;;Mirebeau;86
SATELEC;1;A61B;"Diagnosis; surgery; identification";;;Merignac;33
SATIMO INDUSTRIES;1;G01R;"Measuring electric variables; measuring magnetic variables";H04B;Transmission;Villebon sur Yvette;91
SATT AXLR;1;A61B;"Diagnosis; surgery; identification";;;Montpellier;34
SATYS SURFACE TREATMENT TOULOUSE;1;C01B;"Non-metallic elements; compounds thereof";C23F;Non-mechanical removal of metallic material from surfaces;Cornebarrieu;31
SAUERMANN INDUSTRIE;5;H02K;Dynamo-electric machines;;;Chevry Cossigny;77
SAUNIER SEBASTIEN JEANMARIE CHRISTIAN;1;G06F;Electric digital data processing;G10L;"Speech analysis or synthesis; speech recognition; audio analysis or processing";Paris;75
SAUPIQUET;2;A23B;"Preserving, e.g. By canning, meat, fish, eggs, fruit, vegetables, edible seeds; chemical ripening of fruit or vegetables; the preserved, ripened, or canned products";A23L;"Foods, foodstuffs, or non-alcoholic beverages, not covered by subclasses ; a21d;  or a23b-a23j; their preparation or treatment, e.g. Cooking, modification of nutritive qualities, physical treatment";Courbevoie;92
SAUR;7;C02F;Treatment of water, waste water, sewage, or sludge;;;Guyancourt;78
SAURAIS GILLES;1;G10D;"Stringed musical instruments; wind-actuated musical instruments; accordions or concertinas; percussion musical instruments; musical instruments not otherwise provided for";;;Saint Cyr au Mont d Or;69
SAUTHON INDUSTRIES;1;A47B;"Tables; desks; office furniture; cabinets; drawers; general details of furniture";;;Gueret;23
SAUTON OLIVIER;1;F03D;Wind motors;;;Lessay;50
SAUVAGER ALAIN;1;B60R;Vehicles, vehicle fittings, or vehicle parts, not otherwise provided for;;;La Gacilly;56
SAUVAGER CHRISTOPHE;1;A45C;"Purses; luggage; hand carried bags";B62B;"Hand-propelled vehicles, e.g. Hand carts or perambulators; sledges";Sulniac;56
SAUZIERES JACQUES;1;A61K;Preparations for medical, dental, or toilet purposes;;;Dampierre en Yvelines;78
SAVANE BROSSARD;1;A23D;Edible oils or fats, e.g. Margarines, shortenings, cooking oils;;;Paris;75
SAVARD BRICE;1;A61C;"Dentistry; apparatus or methods for oral or dental hygiene";;;Boulogne Billancourt;92
SAVARD FRANCK JEAN;2;B62M;"Rider propulsion of wheeled vehicles or sledges; powered propulsion of sledges or cycles; transmissions specially adapted for such vehicles";;;Saint Martin de Re;17
SAVARESE STEPHAN;1;B32B;Layered products, i.e. Products built-up of strata of flat or non-flat, e.g. Cellular or honeycomb, form;;;Paris;75
SAVAREZ;1;G10D;"Stringed musical instruments; wind-actuated musical instruments; accordions or concertinas; percussion musical instruments; musical instruments not otherwise provided for";;;Caluire et Cuire;69
SAVE INNOVATIONS;7;H02K;Dynamo-electric machines;;;Grenoble;38
SAVECODE;1;B60W;"Conjoint control of vehicle sub-units of different type or different function; control systems specially adapted for hybrid vehicles; road vehicle drive control systems for purposes not related to the control of a particular sub-unit";;;Paris;75
SAVELLI OLLIVIER;1;G04B;"Mechanically-driven clocks or watches; mechanical parts of clocks or watches in general; time-pieces using the position of the sun, moon, or stars";;;Bonneville;74
SAVENCIA;6;A23C;"Dairy products, e.g. Milk, butter, cheese; milk or cheese substitutes; making thereof";;;Viroflay;78
SAVERGLASS;1;C03C;"Chemical composition of glasses, glazes, or vitreous enamels; surface treatment of glass; surface treatment of fibres or filaments from glass, minerals or slags; joining glass to glass or other materials";;;Feuquieres;60
SAVERGLASS AUTONOME DE VERRERIES;1;C03C;"Chemical composition of glasses, glazes, or vitreous enamels; surface treatment of glass; surface treatment of fibres or filaments from glass, minerals or slags; joining glass to glass or other materials";;;Feuquieres;60
SAVOIE DECHETS;1;F23G;"Cremation furnaces; consuming waste or low grade fuels by combustion";;;Chambery;73
SAVOYE;22;B65G;"Transport or storage devices, e.g. Conveyers for loading or tipping; shop conveyer systems; pneumatic tube conveyers";;;Dijon;21
SB INGENIERIE;4;E04F;Finishing work on buildings, e.g. Stairs, floors;;;Poisy;74
SBM DEVELOPPEMENT;2;A01N;Preservation of bodies of humans or animals or plants or parts thereof;;;ecully;69
SBS;1;B64F;Ground or aircraft-carrier-deck installations;;;Romans sur Isere;26
SC BELENOS;2;C07J;Steroids;;;Bordeaux;33
SC MEDICA;2;A61B;"Diagnosis; surgery; identification";A61F;"Filters implantable into blood vessels; prostheses; devices providing patency to, or preventing collapsing of, tubular structures of the body, e.g. Stents; orthopaedic, nursing or contraceptive devices; fomentation; treatment or protection of eyes or ears; bandages, dressings or absorbent pads; first-aid kits";Strasbourg;67
SC MEDINGER RD;1;E02F;"Dredging; soil-shifting";;;Bourg la Reine;92
SC OPTIMA;1;G06F;Electric digital data processing;;;Ruitz;62
SC SYFAL;1;A44C;"Jewellery; bracelets; other personal adornments; coins";;;Villemoisson sur Orge;91
SC2N;22;G01K;"Measuring temperature; measuring quantity of heat; thermally-sensitive elements not otherwise provided for";;;Creteil;94
SCA TISSUE FRANCE;25;D21H;"Pulp compositions; preparation thereof not covered by subclasses ; d21c, d21d; impregnating or coating of paper; treatment of finished paper not covered by class ; b31;  or subclass d21g; paper not otherwise provided for";;;Saint Ouen;93
SCAD;1;E02F;"Dredging; soil-shifting";F04D;Non-positive-displacement pumps;Artres;59
SCALEO CHIP;1;G06F;Electric digital data processing;;;Sophia Antipolis;65
SCALEO MEDICAL;1;A61G;Transport, personal conveyances, or accommodation specially adapted for patients or disabled persons;B66C;"Cranes; load-engaging elements or devices for cranes, capstans, winches, or tackles";Montpellier;34
SCALIN;1;E04G;"Scaffolding; forms; shuttering; building implements or other building aids, or their use; handling building materials on the site; repairing, breaking-up or other work on existing buildings";;;Gailhan;30
SCALINX;2;H03F;Amplifiers;;;Paris;75
SCALJET;1;A61B;"Diagnosis; surgery; identification";;;Crolles;38
SCARAMELA BERNARD;1;A01K;"Animal husbandry; care of birds, fishes, insects; fishing; rearing or breeding animals, not otherwise provided for; new breeds of animals";A61H;"Physical therapy apparatus, e.g. Devices for locating or stimulating reflex points in the body; artificial respiration; massage; bathing devices for special therapeutic or hygienic purposes or specific parts of the body";Bagneres de Bigorre;65
SCARCELL THERAPEUTICS;2;A61K;Preparations for medical, dental, or toilet purposes;;;Paris;75
SCARITECH;1;A21C;"Machines or equipment for making or processing doughs; handling baked articles made from dough";;;Belfort;90
SCE FRANCE;1;C07F;Acyclic, carbocyclic, or heterocyclic compounds containing elements other than carbon, hydrogen, halogen, oxygen, nitrogen, sulfur, selenium or tellurium;;;Lacq;64
SCEA LE SAPIN;1;A61D;Veterinary instruments, implements, tools, or methods;;;Mauleon;79
SCEA LES POISSONS DU SOLEIL;1;A01K;"Animal husbandry; care of birds, fishes, insects; fishing; rearing or breeding animals, not otherwise provided for; new breeds of animals";;;Balaruc les Bains;34
SCENTYS;1;A61L;"Methods or apparatus for sterilising materials or objects in general; disinfection, sterilisation, or deodorisation of air; chemical aspects of bandages, dressings, absorbent pads, or surgical articles; materials for bandages, dressings, absorbent pads, or surgical articles";;;Paris;75
SCHAEFFER M CHRISTIAN;1;E02D;"Foundations; excavations; embankments";;;Scherwiller;67
SCHAER ANDRE;1;F42B;"Explosive charges, e.g. For blasting; fireworks; ammunition";H04B;Transmission;Le Chesnay;78
SCHARDES;1;B65G;"Transport or storage devices, e.g. Conveyers for loading or tipping; shop conveyer systems; pneumatic tube conveyers";;;Beaupont;12
SCHEIBER;1;H02J;"Circuit arrangements or systems for supplying or distributing electric power; systems for storing electric energy";;;Saint Pierre du Chemin;85
SCHERMESSER;1;B65B;"Machines, apparatus or devices for, or methods of, packaging articles or materials; unpacking";;;Saint Georges;68
SCHERRER JEANMARC;8;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;;68
SCHEUER GUY;1;A61K;Preparations for medical, dental, or toilet purposes;C11D;"Detergent compositions; use of single substances as detergents; soap or soap-making; resin soaps; recovery of glycerol";Molsheim;67
SCHILEO ALBERTO;1;F21L;Lighting devices or systems thereof, being portable or specially adapted for transportation;F21Y;Indexing scheme associated with subclasses f21l, f21s and f21v, relating to the form of the light sources;Paris;75
SCHILLER MEDICAL;6;A61B;"Diagnosis; surgery; identification";A61M;Devices for introducing media into, or onto, the body;Wissembourg;67
SCHLEGEL LIEBERT ARLETTE;1;A47D;Furniture specially adapted for children;;;Paris;75
SCHLUMBERGER;1036;E21B;Earth or rock drilling;;;Paris;75
SCHLUMBERGER SPS;11;E21B;Earth or rock drilling;;;Paris;75
SCHMIDT FREDERIC;1;B63B;"Ships or other waterborne vessels; equipment for shipping";;;Haguenau;67
SCHMIDT GROUPE;1;B27C;Planing, drilling, milling, turning, or universal machines;B27M;"Working of wood not provided for in subclasses ; b27b-b27l; manufacture of specific wooden articles";Liepvre;68
SCHMIDT ROLAND;1;E04B;"General building constructions; walls, e.g. Partitions; roofs; floors; ceilings; insulation or other protection of buildings";;;Beblenheim;68
SCHMIT MICHAEL;1;A01K;"Animal husbandry; care of birds, fishes, insects; fishing; rearing or breeding animals, not otherwise provided for; new breeds of animals";;;Creteil;94
SCHMOLL LAURENT;1;A61B;"Diagnosis; surgery; identification";;;Strasbourg;67
SCHNECK ERIC;1;B08B;"Cleaning in general; prevention of fouling in general";B24B;Machines, devices, or processes for grinding or polishing;Lyon;69
SCHNEIDER;999;H01H;"Electric switches; relays; selectors; emergency protective devices";;;Rueil Malmaison;92
